semaine_code,semaine_label,jour,moment,type,distance_km,allure,repetitions,distance_rep,pause,surface,notes
9.1,Semaine du 1er au 7 sept,Dimanche,journée,course,35.0,5:00,,,,ext,35 km ext à 5m00 tes 5 dernier km + rapide
9.2,Semaine du 8 au 14 sept,Lundi,journée,off,,,,,,,off
9.2,Semaine du 8 au 14 sept,Mardi,matin,intervalles,2.0,4:40,8,1000m,2,ext,2 km ext à 4m40 pause 2 min / | 8 x 1000m à 3m55 en contrôle pas + vite  pause 2 min entre tes 1000m / | 2 km à 4m40
9.2,Semaine du 8 au 14 sept,Mardi,soir,course,12.0,5:15,,,,ext,Mardi soir 12 km ext à 5m15
9.2,Semaine du 8 au 14 sept,Mercredi,journée,course,22.0,5:40,,,,ext,Mercredi 22 km ext à 5m40
9.2,Semaine du 8 au 14 sept,Jeudi,journée,course,14.0,5:25,,,,ext,Jeudi 14 km ext à 5m25
9.2,Semaine du 8 au 14 sept,Vendredi,journée,intervalles,2.0,4:40,16,300m,2,ext,2 km ext à 4m40 pause 2 min / | 16 x 300m à 3m25 pas + vite pause 1m15 entre tes 300m / | 2 km à 4m40
9.2,Semaine du 8 au 14 sept,Vendredi,soir,course,12.0,5:15,,,,ext,Vendredi soir 12 km ext à 5m15
9.2,Semaine du 8 au 14 sept,Samedi,journée,course,12.0,5:15,,,,ext,Samedi 12 km ext à 5m15
9.2,Semaine du 8 au 14 sept,Dimanche,journée,intervalles,30.0,4:40,,,,ext,Dimanche 30 km ext tempo | 5 km à 4m40 | 3 km à 4m05 pas + vite | 2 km à 4m40  x 4 en alternance toute d'une shot | 5 km à 5m00
9.3,Semaine du 15 au 21 sept,Lundi,journée,off,,,,,,,off
9.3,Semaine du 15 au 21 sept,Mardi,matin,intervalles,2.0,4:40,6,1200m,2,ext,2 km ext à 4m40 pause 2 min / | 6 x 1200m à 3m55 en contrôle pas + vite  pause 2m20 entre tes 1200m / | 2 km à 4m40
9.3,Semaine du 15 au 21 sept,Mardi,soir,course,10.0,5:20,,,,ext,Mardi soir 10 km ext à 5m20
9.3,Semaine du 15 au 21 sept,Mercredi,journée,course,20.0,5:40,,,,ext,Mercredi 20 km ext à 5m40
9.3,Semaine du 15 au 21 sept,Jeudi,journée,course,14.0,5:25,,,,ext,Jeudi 14 km ext à 5m25
9.3,Semaine du 15 au 21 sept,Vendredi,journée,intervalles,2.0,4:40,8,600m,2,ext,2 km ext à 4m40 pause 2 min / | 8 x 600m à 3m40 pause 1m40 entre tes 600m pas + vite  / | 2 km à 4m40
9.3,Semaine du 15 au 21 sept,Vendredi,soir,course,10.0,5:20,,,,ext,Vendredi soir 10 km ext à 5m20
9.3,Semaine du 15 au 21 sept,Samedi,journée,course,13.0,5:15,,,,ext,Samedi 13 km ext à 5m15
9.3,Semaine du 15 au 21 sept,Dimanche,journée,course,37.0,5:10,,,,ext,Dimanche 37 km ext à 5m10 tes 5 dernier à 4m05 pas + vite
9.4,Semaine du 22 au 28 sept,Lundi,journée,off,,,,,,,off
9.4,Semaine du 22 au 28 sept,Mardi,matin,intervalles,2.0,4:40,4,1500m,2,ext,2 km ext à 4m40 pause 2 min / | 4 x 1500m à 3m55 en contrôle pas + vite  pause 2m30 entre tes 1500m / | 4 x 500m à 3m35 pause 1m30 entre tes 500m / | 2 km à 4m40
9.4,Semaine du 22 au 28 sept,Mardi,soir,course,10.0,5:20,,,,ext,Mardi soir 10 km ext à 5m20
9.4,Semaine du 22 au 28 sept,Mercredi,journée,course,22.0,5:40,,,,ext,Mercredi 22 km ext à 5m40
9.4,Semaine du 22 au 28 sept,Jeudi,journée,course,14.0,5:25,,,,ext,Jeudi 14 km ext à 5m25
9.4,Semaine du 22 au 28 sept,Vendredi,journée,intervalles,2.0,4:40,10,500m,2,ext,2 km ext à 4m40 pause 2 min / | 10 x 500m à 3m35 pause 1m30 entre tes 500m pas + vite  / | 2 km à 4m40
9.4,Semaine du 22 au 28 sept,Vendredi,soir,course,10.0,5:20,,,,ext,Vendredi soir 10 km ext à 5m20
9.4,Semaine du 22 au 28 sept,Samedi,journée,off,,,,,,,off
9.4,Semaine du 22 au 28 sept,Dimanche,journée,tempo,30.0,5:00,,,,ext,Dimanche 30 km ext tempo | 10 km à 5m00 | 10 km pace marathon 4:02-4:05 si possible. (commencer à 4:05 et voir si on le tient sur les 10 km) | 10 km à 5m00
