id,nom,date,lat,lng
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543367,-73.897875
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543547,-73.897777
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543769,-73.897436
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543981,-73.897089
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54421,-73.896752
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54431,-73.896414
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.544075,-73.8961
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543862,-73.895819
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543656,-73.895534
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543436,-73.895214
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543213,-73.894908
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54298,-73.894579
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542747,-73.894247
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542517,-73.89394
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542309,-73.893621
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54213,-73.893249
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542005,-73.892853
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542014,-73.89248
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541856,-73.892074
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541735,-73.891738
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541944,-73.891441
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54213,-73.891127
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542312,-73.890768
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54251,-73.890432
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542663,-73.890085
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542512,-73.889696
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542386,-73.889304
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542224,-73.888905
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542028,-73.888542
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54187,-73.888224
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541733,-73.887852
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541561,-73.887472
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541389,-73.887097
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541199,-73.886762
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540958,-73.886506
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540696,-73.886287
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54041,-73.886128
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540138,-73.885968
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539866,-73.885849
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539616,-73.885712
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539311,-73.885586
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53903,-73.885479
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538764,-73.88541
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538486,-73.885438
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538202,-73.885383
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537932,-73.885232
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537703,-73.88498
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537451,-73.884861
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537249,-73.885196
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537063,-73.885549
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.5368,-73.885671
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.536541,-73.885392
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.536299,-73.88513
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.536044,-73.884843
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535805,-73.884572
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535531,-73.884278
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535268,-73.884117
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53499,-73.884218
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534738,-73.883955
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534556,-73.883684
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534341,-73.883444
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534109,-73.883213
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533874,-73.882969
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533635,-73.882719
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533394,-73.882451
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533159,-73.882212
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532913,-73.881966
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532678,-73.881703
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53244,-73.881459
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532205,-73.881206
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.531961,-73.880944
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.531882,-73.880583
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532062,-73.880224
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532249,-73.879868
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532415,-73.879545
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532658,-73.879297
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532681,-73.879272
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532395,-73.879507
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532218,-73.879865
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532061,-73.880214
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.531901,-73.880553
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.531902,-73.880911
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532146,-73.881199
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53237,-73.881467
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532611,-73.881717
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.532859,-73.881962
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533102,-73.882197
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533334,-73.882446
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533574,-73.882695
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.533818,-73.882962
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534056,-73.883232
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534295,-73.883482
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.534529,-73.883744
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53477,-73.883994
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535024,-73.884241
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535305,-73.884247
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535588,-73.884429
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.535852,-73.884644
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53609,-73.884891
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.536316,-73.885146
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.536554,-73.885385
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53679,-73.885618
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537028,-73.88575
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537226,-73.885344
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537423,-73.885031
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537701,-73.885111
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.537928,-73.885362
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538193,-73.885536
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538423,-73.885759
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538645,-73.886093
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.538896,-73.886431
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539172,-73.886783
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539329,-73.887115
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539497,-73.887397
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.539716,-73.887701
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.53993,-73.888002
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540143,-73.888323
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540366,-73.888616
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540573,-73.888907
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.540783,-73.889193
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541013,-73.889497
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541229,-73.889782
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541447,-73.890074
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541651,-73.890344
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54187,-73.890647
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54206,-73.89097
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541988,-73.891303
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541775,-73.891614
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541688,-73.89192
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541774,-73.892333
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541844,-73.892518
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541844,-73.892518
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541844,-73.892518
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541844,-73.892518
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.541928,-73.892684
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.54206,-73.893167
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542231,-73.893611
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542437,-73.893936
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542653,-73.894259
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542863,-73.894526
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543077,-73.894807
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543293,-73.895116
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543515,-73.8954
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543721,-73.895709
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543938,-73.896006
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.544155,-73.8963
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.544292,-73.896604
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.544046,-73.896963
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543785,-73.897345
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543548,-73.8977
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543338,-73.89802
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543119,-73.898333
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542898,-73.898657
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.542956,-73.898607
9538036253,Lunch Run,2023-07-28T11:17:50Z,45.543157,-73.898337
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543424,-73.897847
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543623,-73.897668
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543802,-73.897355
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.544016,-73.897068
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.544232,-73.896753
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.544337,-73.896377
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.544106,-73.896035
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543875,-73.895726
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543659,-73.895421
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543431,-73.8951
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.543209,-73.894788
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.54299,-73.894493
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542755,-73.894184
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542508,-73.893863
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542291,-73.893525
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.54212,-73.893151
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542079,-73.892772
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542091,-73.892683
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542091,-73.892683
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542087,-73.89256
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541906,-73.89214
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541723,-73.891771
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541926,-73.891452
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542124,-73.891092
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542346,-73.890768
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542569,-73.89042
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542695,-73.890047
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542515,-73.889651
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542363,-73.889262
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.542152,-73.888873
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541964,-73.888486
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541835,-73.888069
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541657,-73.887699
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541483,-73.887312
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.5413,-73.886942
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.541049,-73.886656
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.540767,-73.886444
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.540483,-73.886244
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.540187,-73.886059
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.539905,-73.885921
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.53964,-73.885778
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.539356,-73.88567
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.539068,-73.885555
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.538757,-73.88551
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.538439,-73.885486
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.538147,-73.885417
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.537877,-73.885271
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.537639,-73.885037
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.53738,-73.885029
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.537194,-73.885343
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.537004,-73.885662
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.536755,-73.885658
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.536478,-73.885367
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.536218,-73.8851
9558528665,Lunch Run,2023-07-31T12:54:04Z,45.535959,-73.884831
